depa_nombre;muni_nombre;habi_codigo_habilitacion;nombre_prestador;codigo_habilitacion;numero_sede;sede_nombre;nits_nit;dv;clase_persona;naju_codigo;naju_nombre;clpr_codigo;clpr_nombre;ese;nivel;caracter;habilitado;grupo_capacidad;coca_codigo;coca_nombre;cantidad;numero_sede_principal;numero_placa;modalidad;modelo;numero_tarjeta;fecha_corte_REPS;gerente;direccion;email;telefono
Bogotá D.C;BOGOTÁ;1100120840;MIOCARDIO S.A.S  ;1100120840;03;MIOCARDIO S.A.S CASTELLANA;900328323;8;JURIDICO;1;Privada;1;Instituciones - IPS;  ; ;;SI;CAMAS;9;Cuidado Intensivo Adulto;18;03;;;0;;Fecha corte REPS: May 22 2020  2:16PM;ALBA LORENA ORTEGA LOZANO;CR 45 A N° 94 71;MIOCARDIOSAS@GMAIL.COM;2095042;
Bogotá D.C;BOGOTÁ;1100121477;UNIDAD MEDICA ONCOLOGICA ONCOLIFE IPS SAS;1100121477;02;CLINICA ONCOLIFE SEDE NORTE;900364721;9;JURIDICO;1;Privada;1;Instituciones - IPS;  ; ;;SI;CAMAS;9;Cuidado Intensivo Adulto;6;01;;;0;;Fecha corte REPS: May 22 2020  2:16PM;Elgar Mauricio Carreño Blanco;AK 45 # 103 59;auditoriaoncolife@gmail.com;3108095504;
Bogotá D.C;BOGOTÁ;1100122150;CLINICA MEDICAL SAS;1100122150;01;CLINICA MEDICAL S.A.S.;830507718;8;JURIDICO;1;Privada;1;Instituciones - IPS;  ; ;;SI;CAMAS;9;Cuidado Intensivo Adulto;16;01;;;0;;Fecha corte REPS: May 22 2020  2:16PM;WILLIAM JAMES ARISTIZABAL;Calle 36 Sur No 77 - 33;coor.calidad@medicalproinfo.com.co;4505200 3168757999;
Bogotá D.C;BOGOTÁ;1100123118;DIRECCION DE SANIDAD POLICIA NACIONAL;1100123118;01;HOSPITAL CENTRAL POLICIA NACIONAL;830041314;4;JURIDICO;4;Pública;1;Instituciones - IPS;NO;3;NACIONAL;SI;CAMAS;9;Cuidado Intensivo Adulto;12;01;;;0;;Fecha corte REPS: May 22 2020  2:16PM;Teniente Coronel. DOMINGO ALFREDO LOPEZ DALES;Cra. 59 No. 26 21 CAN ;hocen.direc@policia.gov.co;2202146-2202600;
Bogotá D.C;BOGOTÁ;1100123371;inversiones sequoia colombia  S.A.S;1100123371;01;CLINICA VIP CENTRO DE MEDICINA INTERNACIONAL;900485519;6;JURIDICO;1;Privada;1;Instituciones - IPS;  ; ;;SI;CAMAS;9;Cuidado Intensivo Adulto;6;01;;;0;;Fecha corte REPS: May 22 2020  2:16PM;JORGE FERNANDO ORTIZ CRUZ;Calle 97#23-10;martha.cubillos@miclinicavip.com;7442740-7452727;
Bogotá D.C;BOGOTÁ;1100124279;PSQ SAS;1100124279;06;CENTRO HOSPITALARIO SAN NICOLAS;900536325;4;JURIDICO;1;Privada;1;Instituciones - IPS;  ; ;;SI;CAMAS;9;Cuidado Intensivo Adulto;8;01;;;0;;Fecha corte REPS: May 22 2020  2:16PM;EDGAR LEONARDO VARGAS VARGAS;CARRERA 28 # 74 - 10 ;CALIDAD.IPS@OUTLOOK.COM;317 4014295;
Bogotá D.C;BOGOTÁ;1100125070;ADMINISTRADORA CLINICA LA COLINA SAS;1100125070;01;ADMINISTRADORA CLINICA LA COLINA SAS;900582598;3;JURIDICO;1;Privada;1;Instituciones - IPS;  ; ;;SI;CAMAS;9;Cuidado Intensivo Adulto;7;01;;;0;;Fecha corte REPS: May 22 2020  2:16PM;GLORIA BEATRIZ MOLINA VARGAS;CALLE 167 No 72-07 PISOS 1, 2, 3, 4A, 5, 6, 7 Y 8;zuley.diaz@clinicalacolina.com, luz.cardenas@clinicalacolina.com;4897000 ext 6011 - 6010;
Bogotá D.C;BOGOTÁ;1100125297;CLINICA LOS NOGALES SAS;1100125297;01;CLINICA LOS NOGALES SAS;900291018;4;JURIDICO;1;Privada;1;Instituciones - IPS;  ; ;;SI;CAMAS;9;Cuidado Intensivo Adulto;23;01;;;0;;Fecha corte REPS: May 22 2020  2:16PM;MARIA PAZ AZULA GRANADA;Calle 95 N° 23-61;notificacioneslegales@clinicanogales.com ;5937000 ext 2026-3168318865;
Bogotá D.C;BOGOTÁ;1100126887;NATIONAL CLINICS CENTENARIO SAS;1100126887;01;NATIONAL CLINICS CENTENARIO SAS;900702981;8;JURIDICO;1;Privada;1;Instituciones - IPS;  ; ;;SI;CAMAS;9;Cuidado Intensivo Adulto;30;01;;;0;;Fecha corte REPS: May 22 2020  2:16PM;FERNANDO ANTONIO OCTAVIO GIRALDO MEJIA;CALLE 13 17 21;fernando.giraldo@nccolombia.com.co - milena.silva@nccentenario.com.co;7460111 Ext  1701;
Bogotá D.C;BOGOTÁ;1100127605;CORPORACIÓN SALUD UN;1100127605;01;HOSPITAL UNIVERSITARIO NACIONAL DE COLOMBIA;900578105;0;JURIDICO;1;Privada;1;Instituciones - IPS;  ; ;;SI;CAMAS;9;Cuidado Intensivo Adulto;32;01;;;0;;Fecha corte REPS: May 22 2020  2:16PM;NESTOR DARIO BUSTAMANTE RAMIREZ;CL 44 # 59 75 ;corporacionsaludun@hun.edu.co;Fijo 3904888  Extensión 12703;
Bogotá D.C;BOGOTÁ;1100130289;SUBRED INTEGRADA DE SERVICIOS DE SALUD CENTRO ORIENTE E.S.E;1100130289;01;UNIDAD DE SERVICIOS DE SALUD SANTA CLARA;900959051;7;JURIDICO;4;Pública;1;Instituciones - IPS;SI;3;DISTRITAL;SI;CAMAS;9;Cuidado Intensivo Adulto;32;01;;;0;;Fecha corte REPS: May 22 2020  2:16PM;CLAUDIA LUCIA ARDILA TORRES;CARRERA 14 B NUMERO 1-45 SUR;subcentrooriente@saludcapital.gov.co;3282828;
Bogotá D.C;BOGOTÁ;1100130289;SUBRED INTEGRADA DE SERVICIOS DE SALUD CENTRO ORIENTE E.S.E;1100130289;29;UNIDAD DE SERVICIOS DE SALUD VICTORIA;900959051;7;JURIDICO;4;Pública;1;Instituciones - IPS;SI;3;DISTRITAL;SI;CAMAS;9;Cuidado Intensivo Adulto;8;01;;;0;;Fecha corte REPS: May 22 2020  2:16PM;CLAUDIA LUCIA ARDILA TORRES;DIAGONAL 39 SUR NUMERO 3-20 ESTE;subcentrooriente@saludcapital.gov.co;3725610;
Bogotá D.C;BOGOTÁ;1100130291;SUBRED INTEGRADA DE SERVICIOS DE SALUD NORTE E.S.E;1100130291;01;UNIDAD DE SERVICIOS DE SALUD SIMÓN BOLÍVAR ;900971006;4;JURIDICO;4;Pública;1;Instituciones - IPS;SI;3;DISTRITAL;SI;CAMAS;9;Cuidado Intensivo Adulto;23;01;;;0;;Fecha corte REPS: May 22 2020  2:16PM;Jaime Humberto García Hurtado;CALLE 165 # 7 06;subrednorte@saludcapital.gov.co;4431790;
Bogotá D.C;BOGOTÁ;1100130291;SUBRED INTEGRADA DE SERVICIOS DE SALUD NORTE E.S.E;1100130291;03;UNIDAD DE SERVICIOS DE SALUD ENGATIVÁ CALLE 80;900971006;4;JURIDICO;4;Pública;1;Instituciones - IPS;SI;3;DISTRITAL;SI;CAMAS;9;Cuidado Intensivo Adulto;7;01;;;0;;Fecha corte REPS: May 22 2020  2:16PM;YIDNEY  ISABEL GARCÍA RODRÍGUEZ;TRANSVERSAL 100 A # 80 A - 50;subrednorte@saludcapital.gov.co;2913300;
Bogotá D.C;BOGOTÁ;1100130291;SUBRED INTEGRADA DE SERVICIOS DE SALUD NORTE E.S.E;1100130291;14;UNIDAD DE SERVICIOS DE SALUD CENTRO DE SERVICIOS ESPECIALIZADO;900971006;4;JURIDICO;4;Pública;1;Instituciones - IPS;SI;3;DISTRITAL;SI;CAMAS;9;Cuidado Intensivo Adulto;6;01;;;0;;Fecha corte REPS: May 22 2020  2:16PM;YIDNEY  ISABEL GARCÍA RODRÍGUEZ;KR 104 Nº 152C-50;subrednorte@saludcapital.gov.co;6621111 EXT:1317;
Bogotá D.C;BOGOTÁ;1100130294;SUBRED INTEGRADA DE SERVICIOS DE SALUD SUR E.S.E.;1100130294;01;UNIDAD DE SERVICIOS DE SALUD EL TUNAL;900958564;9;JURIDICO;4;Pública;1;Instituciones - IPS;SI;3;DISTRITAL;SI;CAMAS;9;Cuidado Intensivo Adulto;32;01;;;0;;Fecha corte REPS: May 22 2020  2:16PM;CLAUDIA HELENA PRIETO VANEGAS;CR 20  47B-35 SUR;subredsur@saludcapital.gov.co;7428585 - 7427001;
Bogotá D.C;BOGOTÁ;1100130294;SUBRED INTEGRADA DE SERVICIOS DE SALUD SUR E.S.E.;1100130294;02;UNIDAD DE SERVICIOS DE SALUD MEISSEN;900958564;9;JURIDICO;4;Pública;1;Instituciones - IPS;SI;3;DISTRITAL;SI;CAMAS;9;Cuidado Intensivo Adulto;5;01;;;0;;Fecha corte REPS: May 22 2020  2:16PM;CLAUDIA HELENA PRIETO VANEGAS;KR 18 B No. 60 G - 36  SUR;subredsur@saludcapital.gov.co;7902651;
Bogotá D.C;BOGOTÁ;1100130296;Subred Integrada de Servicios de Salud Sur Occidente E.S.E;1100130296;01;Unidad de Servicios de Salud Occidente de Kennedy;900959048;4;JURIDICO;4;Pública;1;Instituciones - IPS;SI;3;DISTRITAL;SI;CAMAS;9;Cuidado Intensivo Adulto;24;01;;;0;;Fecha corte REPS: May 22 2020  2:16PM;MARTINEZ PUELLO VICTORIA EUGENIA ;TV 74 F # 40 B 54 SUR;subredsuroccidente@saludcapital.gov.co;4480030 - 4480700;
Bogotá D.C;BOGOTÁ;1100131871;CENTRO CARDIOVASCULAR COLOMBIANO SAS - SIGLA CC CARDIOVASCULAR;1100131871;01;CLÍNICA SANTA TERESITA DE NORMANDIA ;900284591;4;JURIDICO;1;Privada;1;Instituciones - IPS;  ; ;;SI;CAMAS;9;Cuidado Intensivo Adulto;11;01;;;0;;Fecha corte REPS: May 22 2020  2:16PM;ROCÍO CARRERO;CARRERA 71 B Nº 51 - 09;administracion@cencardio.com;3012279350;
Bogotá D.C;BOGOTÁ;1100133903;LOSCOBOS MEDICAL CENTER SAS - LOSCOBOS;1100133903;01;LOSCOBOS MEDICAL CENTER SAS - LOSCOBOS;901145394;8;JURIDICO;1;Privada;1;Instituciones - IPS;  ; ;;SI;CAMAS;9;Cuidado Intensivo Adulto;20;01;;;0;;Fecha corte REPS: May 22 2020  2:16PM;RAFAEL SANCHEZ PARIS;AK 9 N° 131 A - 02;vvillegasa@loscobosmc.com;3014242948 - 3212415850;
Bogotá D.C;BOGOTÁ;1100135025;CLINICA NUEVA EL LAGO S.A.S.;1100135025;01;CLINICA NUEVA EL LAGO S.A.S -  SEDE CALLE 76;901153925;2;JURIDICO;1;Privada;1;Instituciones - IPS;  ; ;;SI;CAMAS;9;Cuidado Intensivo Adulto;17;01;;;0;;Fecha corte REPS: May 22 2020  2:16PM;LILIAN AMANDA QUINTANA SUAREZ ;Calle 76 No. 15-55 Sótano 1 (S1-1 S1-2 S1-6 S1-7 S1-8 S1-9 S1-10 S1-11)  Pisos 1-2-3-4-5-6-7-8-9;info@clinicanuevaellago.com;3078061 - 3123459128 - 3102112868;
Bogotá D.C;BOGOTÁ;1100136192;SANTA LAURA IPS SAS;1100136192;01;SANTA LAURA IPS SAS;901374934;7;JURIDICO;1;Privada;1;Instituciones - IPS;  ; ;;SI;CAMAS;9;Cuidado Intensivo Adulto;7;01;;;0;;Fecha corte REPS: May 22 2020  2:16PM;ochaparro1@gmail.com;TV 17 # 24 58 62;ipssantalaura@gmail.com;3213011982;
Bolívar;CARTAGENA;1300100085;CLINICA CARTAGENA DEL MAR S.A.S;1300100085;01;CLINICA CARTAGENA DEL MAR S.A.S;806008439;1;JURIDICO;1;Privada;1;Instituciones - IPS;NO; ;;SI;CAMAS;9;Cuidado Intensivo Adulto;6;01;;;0;;Fecha corte REPS: May 22 2020  2:16PM;ROLANDO BECHARA CASTILLA;PIE DE LA POPA CL 30 # 20-71;clinicacartagenadelmar@ctgdelmar.com.co;6724260;
Bolívar;CARTAGENA;1300100165;MEDIHELP  SERVICES COLOMBIA;1300100165;01;CLINICA MEDIHELP SERVICES;830066626;5;JURIDICO;1;Privada;1;Instituciones - IPS;NO; ;;SI;CAMAS;9;Cuidado Intensivo Adulto;6;01;;;0;;Fecha corte REPS: May 22 2020  2:16PM;Maria Elena Martinez Ibarra;KR 6a Nº 5-101;mariae@medihelpservices.com;6655255;
Bolívar;CARTAGENA;1300100235;UCI DEL CARIBE SAS;1300100235;01;SANTA CRUZ DE BOCAGRANDE, CLINICA DE ESPECIALIDADES DE LA MUJER;806008356;7;JURIDICO;1;Privada;1;Instituciones - IPS;NO; ;;SI;CAMAS;9;Cuidado Intensivo Adulto;4;01;;;0;;Fecha corte REPS: May 22 2020  2:16PM;SANTIAGO ANTONIO PUERTA BULA;Cra: 3 No 8-177;UCIDELCARIBELTAD@EPM.NET.CO;6655103;
Bolívar;CARTAGENA;1300100330;CENTROMEDICO CRECER LTDA;1300100330;01;CENTROMEDICO CRECER LTDA;806004548;6;JURIDICO;1;Privada;1;Instituciones - IPS;NO; ;;SI;CAMAS;9;Cuidado Intensivo Adulto;5;01;;;0;;Fecha corte REPS: May 22 2020  2:16PM;GUIDO EDUARDO MERCADO ARIAS;PRADO, AV. PEDRO DE HEREDIA No. 34-22;CLINICACRECER1@HOTMAIL.COM;6623203-6626011;
Bolívar;CARTAGENA;1300100542;Congregación de Hermanas Franciscanas Misioneras de Maria Auxiliadora, Provincia María Auxiliadora;1300100542;01;Congregación de Hermanas Franciscanas Misioneras de Maria Auxiliadora, Provincia María Auxiliadora;860028947;1;JURIDICO;1;Privada;1;Instituciones - IPS;NO; ;;SI;CAMAS;9;Cuidado Intensivo Adulto;5;01;;;0;;Fecha corte REPS: May 22 2020  2:16PM;HERMANA FLOR DE MARIA PEREZ LEGIA;KR 71 Nº 31-395;hnaflorperez@climaber.com.co;6933393;
Bolívar;CARTAGENA;1300100568;CLINICA BLAS DE LEZO S.A.;1300100568;01;CLINICA BLAS DE LEZO S.A.;890400693;1;JURIDICO;1;Privada;1;Instituciones - IPS;NO; ;;SI;CAMAS;9;Cuidado Intensivo Adulto;15;01;;;0;;Fecha corte REPS: May 22 2020  2:16PM;CLAUDIA FONTALVO SIMANCAS;TV 54 No. 47-57 CT. BOSQUE;notificaciones@clinicablasdelezo.com.co;6613100-6424616-6424617-6424618-66424619;
Bolívar;CARTAGENA;1300101631;CLINICA CARDIOVASCULAR JESUS DE NAZARETH TRANSFORMACIÓN EN SAS;1300101631;01;CLÍNICA CARDIOVASCULAR JESUS DE NAZARETH TRANSFORMACIÓN EN SAS;806012426;1;JURIDICO;1;Privada;1;Instituciones - IPS;  ; ;;SI;CAMAS;9;Cuidado Intensivo Adulto;14;01;;;0;;Fecha corte REPS: May 22 2020  2:16PM;GERALD ANTONIO MEZA VALDES;DIAGONAL 32 No 71A - 213;GERALDMEZAV@GMAIL.COM;6431223 3176409018 3174406158;
Bolívar;CARTAGENA;1300101667;GESTION SALUD S.A.S.;1300101667;01;GESTION SALUD - AMBERES;806015201;3;JURIDICO;1;Privada;1;Instituciones - IPS;NO; ;;SI;CAMAS;9;Cuidado Intensivo Adulto;10;01;;;0;;Fecha corte REPS: May 22 2020  2:16PM;JULIO CESAR BORELLY JULIO;Cra. 29 No 38-20;info@gestionsalud.net.co;6810199;
Bolívar;CARTAGENA;1300101667;GESTION SALUD S.A.S.;1300101667;07;GESTION SALUD-SAN FERNANDO;806015201;3;JURIDICO;1;Privada;1;Instituciones - IPS;NO; ;;SI;CAMAS;9;Cuidado Intensivo Adulto;10;01;;;0;;Fecha corte REPS: May 22 2020  2:16PM;Julio Cesar Borelly Julio;UNIDAD HOSPITALARIA SAN FERNANDO CARRERA 81 CALLE 15 ;info@gestionsalud.net.co;6810199;
Bolívar;CARTAGENA;1300101693;MEDICINA INTEGRAL IPS S.A;1300101693;03;CLINICA LA ERMITA DE CARTAGENA;830509497;4;JURIDICO;1;Privada;1;Instituciones - IPS;  ; ;;SI;CAMAS;9;Cuidado Intensivo Adulto;12;01;;;0;;Fecha corte REPS: May 22 2020  2:16PM;Joaquin Arturo Piñeros;CALLE 29 D # 20 A - 18;Calidad@clinicalaermitadecartagena.com;6931686;
Bolívar;CARTAGENA;1300101712;IPS GEMEVA EU ;1300101712;01;IPS GEMEVA EU ;900041832;1;JURIDICO;1;Privada;1;Instituciones - IPS;  ; ;;SI;CAMAS;9;Cuidado Intensivo Adulto;14;01;;;0;;Fecha corte REPS: May 22 2020  2:16PM;GERALDO RAFAEL MEZA VALDES ;4 avenida Nº 21-82;gemeva70@hotmail.com;6600361;
Bolívar;CARTAGENA;1300101781;EMPRESA SOCIAL DEL ESTADO HOSPITAL UNIVERSITARIO DEL CARIBE;1300101781;01;EMPRESA SOCIAL DEL ESTADO HOSPITAL UNIVERSITARIO DEL CARIBE;900042103;5;JURIDICO;4;Pública;1;Instituciones - IPS;SI;3;DEPARTAMENTAL;SI;CAMAS;9;Cuidado Intensivo Adulto;10;01;;;0;;Fecha corte REPS: May 22 2020  2:16PM;FERNANDO ENRIQUE TRILLO FIGUEROA;CALLE 29 No 50-50;gerenciahucaribe@gmail.com;6726017;
Bolívar;CARTAGENA;1300101813;ESTRIOS SAS;1300101813;02;ESTRIOS SAS;806011261;7;JURIDICO;1;Privada;1;Instituciones - IPS;NO; ;;SI;CAMAS;9;Cuidado Intensivo Adulto;13;02;;;0;;Fecha corte REPS: May 22 2020  2:16PM;Alvaro Jose Lemus Yidios;Diagonal 30 # 30b-41;estrios@estriosltda.com;6720726;
Bolívar;CARTAGENA;1300102048;CLINICA GENERAL DEL CARIBE S.A.;1300102048;01;CLINICA GENERAL DEL CARIBE S.A.;900233294;3;JURIDICO;1;Privada;1;Instituciones - IPS;NO; ;;SI;CAMAS;9;Cuidado Intensivo Adulto;15;01;;;0;;Fecha corte REPS: May 22 2020  2:16PM;EDUARDO ENRIQUE GARCIA ANAYA;CASTELLANA TV 71B No. 31-64 SECTOR CONTADORA;clinicageneraldelcaribe@yahoo.com;6810230;
Bolívar;CARTAGENA;1300102067;CLINICA HIGEA IPS S.A.;1300102067;01;CLINICA HIGEA IPS S.A.;900027397;0;JURIDICO;1;Privada;1;Instituciones - IPS;NO; ;;SI;CAMAS;9;Cuidado Intensivo Adulto;9;01;;;0;;Fecha corte REPS: May 22 2020  2:16PM;HECTOR EFRAIN ROMERO  SAENZ;CRA 41 # 27- 92 PRIMER CALLEJON , ESQUINA;clinicahigeagerencia@hotmail.com;6622143;
Bolívar;CARTAGENA;1300102102;FUNDACION CENTRO COLOMBIANO DE EPILEPSIA Y ENFERMEDADES NEUROLOGICAS;1300102102;01;FUNDACION CENTRO COLOMBIANO DE EPILEPSIA Y ENFERMEDADES NEUROLOGICAS;900269029;3;JURIDICO;1;Privada;1;Instituciones - IPS;NO; ;;SI;CAMAS;9;Cuidado Intensivo Adulto;2;01;;;0;;Fecha corte REPS: May 22 2020  2:16PM;GONZALO JOSE DE LA CRUZ GARCIA TORRES;CLL 1a EL EDEN DG 32 No. 82-40;ligayfire@gmail.com;6810300;
Bolívar;CARTAGENA;1300102105;PROMOTORA BOCAGRANDE S.A "PROBOCA S.A";1300102105;01;PROMOTORA BOCAGRANDE S.A "PROBOCA S.A";900279660;4;JURIDICO;1;Privada;1;Instituciones - IPS;NO; ;;SI;CAMAS;9;Cuidado Intensivo Adulto;18;01;;;0;;Fecha corte REPS: May 22 2020  2:16PM;MALKA IRINA PIÑA BERDUGO;CASTILLOGRANDE CL 5  KR 6 Y 7;gerencia@nhbg.com.co;57-5-  6933052;
Bolívar;CARTAGENA;1300102141;SOCIEDAD SAN JOSE DE TORICES S.A;1300102141;01;SOCIEDAD SAN JOSE DE TORICES S.A;900304958;0;JURIDICO;1;Privada;1;Instituciones - IPS;NO; ;;SI;CAMAS;9;Cuidado Intensivo Adulto;11;01;;;0;;Fecha corte REPS: May 22 2020  2:16PM;DUVYS MARIA LARIOS BASLANOA;CRA 14 No. 43-66;clinicasanjosedetorices@hotmail.com;6565501;
Bolívar;CARTAGENA;1300102496;SOCIEDAD N.S.D.R. S.A.S;1300102496;01;CLINICA NUESTRA SEDE CARTAGENA;805023423;1;JURIDICO;1;Privada;1;Instituciones - IPS;  ; ;;SI;CAMAS;9;Cuidado Intensivo Adulto;6;01;;;0;;Fecha corte REPS: May 22 2020  2:16PM;RAMIRO LOZANO GARCIA ;PROVIDENCIA CRA 71 No. 31-85;dirmedico.cartagena@clinicanuestra.com;6810981- ext.605;
Bolívar;CARTAGENA;1300102599;CLINICA BARU;1300102599;01;CLINICA BARU;900600550;9;JURIDICO;1;Privada;1;Instituciones - IPS;  ; ;;SI;CAMAS;9;Cuidado Intensivo Adulto;3;01;;;0;;Fecha corte REPS: May 22 2020  2:16PM;YEILYS CONTRERAS SARABIA;URBANIZACION LOS ANGELES, CALLE 31 No 60A-14;direccionadministrativa@clinicabaru.com;3173833057;
Bolívar;CARTAGENA;1300102682;DUMIAN MÉDICAL S.A.S;1300102682;01;Clínica El Bosque;805027743;1;JURIDICO;1;Privada;1;Instituciones - IPS;  ; ;;SI;CAMAS;9;Cuidado Intensivo Adulto;23;01;;;0;;Fecha corte REPS: May 22 2020  2:16PM;Jairo Ospitia;Transversal 54  No. 30 - 111  Carretera el Bosque;dnunez100@gmail.com;6778000;
Bolívar;CARTAGENA;1300103245;nuestra señora de la candelaria s.a.s;1300103245;01;nuestra señora de la candelaria s.a.s;901183478;1;JURIDICO;1;Privada;1;Instituciones - IPS;  ; ;;SI;CAMAS;9;Cuidado Intensivo Adulto;6;01;;;0;;Fecha corte REPS: May 22 2020  2:16PM;yulieth ortiz;pie de la popa calle de la candelaria cra 21 #30-29;comercial.nslacandelaria@gmail.com;6932553;
Bolívar;MAGANGUÉ;1343000492;EMPRESA SOCIAL DEL ESTADO HOSPITAL LA DIVINA MISERICORDIA;1343000492;01;EMPRESA SOCIAL DEL ESTADO HOSPITAL LA DIVINA MISERICORDIA;900196347;6;JURIDICO;4;Pública;1;Instituciones - IPS;SI;2;DEPARTAMENTAL;SI;CAMAS;9;Cuidado Intensivo Adulto;20;01;;;0;;Fecha corte REPS: May 22 2020  2:16PM;NULFA MANJARREZ SURMAY;Avenida Colombia Nº13-146;esehospitaldivinamisericordia@hotmail.com;3017573836-3017446503;
Boyacá;DUITAMA;1523800876;SALUD VITAL DE COLOMBIA IPS SAS;1523800876;01;SALUD VITAL DE COLOMBIA IPS SAS;830124110;6;JURIDICO;1;Privada;1;Instituciones - IPS;NO; ;;SI;CAMAS;9;Cuidado Intensivo Adulto;9;01;;;0;;Fecha corte REPS: May 22 2020  2:16PM;MARIA NELLY VERA MARIN ;AV AMERICAS KR 35 HOSPITAL REGIONAL DUITAMA;saludvitalips@hotmail.com;7629101;
Boyacá;SOGAMOSO;1575900592;CLINICA DE ESPECIALISTAS LTDA.;1575900592;01;CLINICA DE ESPECIALISTAS LTDA;891856372;1;JURIDICO;1;Privada;1;Instituciones - IPS;NO; ;;SI;CAMAS;9;Cuidado Intensivo Adulto;4;01;;;0;;Fecha corte REPS: May 22 2020  2:16PM;NIDIA HASBLEEDY MARIÑO VERGARA;KR 9A # 14-17;clinicadeespecialistas@gmail.com;987704400;
Boyacá;SOGAMOSO;1575902800;GRUPO EMPRESARIAL VENUS SAS;1575902800;01;UT CLINICA JULIO SANDOVAL MEDINA;901034213;7;JURIDICO;1;Privada;1;Instituciones - IPS;  ; ;;SI;CAMAS;9;Cuidado Intensivo Adulto;4;01;;;0;;Fecha corte REPS: May 22 2020  2:16PM;victorquemba@hotmail.com;CALLE 12 N 9 - 69;victorquemba@hotmail.com;3208149224;
Boyacá;SOGAMOSO;1575902815;PROSERVIDA S.A.S.;1575902815;01;PROSERVIDA S.A.S.;901233147;2;JURIDICO;1;Privada;1;Instituciones - IPS;  ; ;;SI;CAMAS;9;Cuidado Intensivo Adulto;5;01;;;0;;Fecha corte REPS: May 22 2020  2:16PM;YEBRAIL TARAZONA MEDINA;CALLE 22 N° 11A -73 PISO 2;proservidasas@gmail.com;3133139306 ;
Boyacá;TUNJA;1500100387;EMPRESA SOCIAL DEL ESTADO HOSPITAL UNIVERSITARIO SAN RAFAEL DE TUNJA;1500100387;01;EMPRESA SOCIAL DEL ESTADO HOSPITAL UNIVERSITARIO SAN RAFAEL DE TUNJA;891800231;0;JURIDICO;4;Pública;1;Instituciones - IPS;SI;3;DEPARTAMENTAL;SI;CAMAS;9;Cuidado Intensivo Adulto;15;01;;;0;;Fecha corte REPS: May 22 2020  2:16PM;LYDA MARCELA PEREZ RAMIREZ;CRA 11 N°27-27;gerente@hospitalsanrafaeltunja.gov.co;7422041;
Boyacá;TUNJA;1500101596;CLINICA MEDILASER S.A;1500101596;01;CLINICA MEDILASER;813001952;0;JURIDICO;1;Privada;1;Instituciones - IPS;NO; ;;SI;CAMAS;9;Cuidado Intensivo Adulto;19;01;;;0;;Fecha corte REPS: May 22 2020  2:16PM;EDGAR VARGAS GRANADOS;Carrera 2 Este N° 67B-90;gerencia.tja@clinicamedilaser.com.co;7453000;
Boyacá;TUNJA;1500101773;Inversiones Medicas de los Andes S.A.S.;1500101773;01;CLINICA DE LOS ANDES IPS;900371613;0;JURIDICO;1;Privada;1;Instituciones - IPS;  ; ;;SI;CAMAS;9;Cuidado Intensivo Adulto;2;01;;;0;;Fecha corte REPS: May 22 2020  2:16PM;EDGAR OVIDIO ORTIZ ORTIZ;TRANSVERSAL 11 Nº 30 - 61 ;clinicadelosandesas@gmail.com;7446060;
Boyacá;TUNJA;1500102200;GARCIA PEREZ MEDICA Y COMPAÑIA SAS;1500102200;01;GARCIA PEREZ MEDICA Y COMPAÑIA SAS;800231038;2;JURIDICO;1;Privada;1;Instituciones - IPS;  ; ;;SI;CAMAS;9;Cuidado Intensivo Adulto;8;01;;;0;;Fecha corte REPS: May 22 2020  2:16PM;PABLO EMILIO GUTIERREZ MENDEZ;Carrera 6ta No.44-47;cooradministrativatunja@garpermedica.com;3183255495;
Caldas;CHINCHINÁ;1777701281;IPS CLÍNICA ROQUE ARMANDO LÓPEZ ÁLVAREZ E.U.;1717401281;09;UCI IPS CLINICA ROQUE ARMANDO LÓPEZ ÁLVAREZ E.U.;900198012;3;JURIDICO;1;Privada;1;Instituciones - IPS;NO; ;;SI;CAMAS;9;Cuidado Intensivo Adulto;8;01;;;0;;Fecha corte REPS: May 22 2020  2:16PM;Roque Armando López Álvarez;Carrera 9 entre Calles 16 y 17 Hospital San Marcos;clinicaral@gmail.com;8840990;
Caldas;LA DORADA;1738002824;MEDICINA INTENSIVA DEL TOLIMA S. A ;1738002824;01;UCI LA DORADA;809011517;8;JURIDICO;1;Privada;1;Instituciones - IPS;  ; ;;SI;CAMAS;9;Cuidado Intensivo Adulto;10;01;;;0;;Fecha corte REPS: May 22 2020  2:16PM;IVAN GUILLERMO GIRALDO SANCHEZ;CALLE 12 Nº 4-20;gerencia@ucihonda.com.co;3158953191;
Caldas;MANIZALES;1700100103;SERVICIOS ESPECIALES DE SALUD;1700100103;01;SERVICIOS ESPECIALES DE SALUD;890807591;5;JURIDICO;3;Mixta;1;Instituciones - IPS;NO; ;;SI;CAMAS;9;Cuidado Intensivo Adulto;12;01;;;0;;Fecha corte REPS: May 22 2020  2:16PM;ANGELA MARIA TORO MEJIA;Calle 48 No 25-71;amtoro@ses.com.co y gerencia@ses.com.co;8782500 y 8783392;
