,USER,LOCATION,CREATED,TWEET,FAVCOUNT,COORDS,FOLLOWERS
20969,@joha_morq,BOGOTA,2020-04-11 01:38:18,"La pandemia también ha exacerbado las dimensiones de la arrogancia patriarcal. Las encarnan los tipos como Trump, Bolsonaro, Johnson, Amlo. No podemos desconectar eso de su insolencia ante el conocimiento científico. Su espectacular arrogancia es un símbolo de lo patriarcal.",0,,64
21005,@hamendezc,BARRANQUILLA,2020-04-11 01:38:19,ÚLTIMA HORA  Trump firma un decreto que permite sancionar a países que se nieguen o retrasen en la repatriación de sus ciudadanos desde EE.UU. durante la pandemia https://t.co/jLg9u0HZjA https://t.co/Prf6FBSMo3,0,,104
21084,@YULIANRC,BOGOTA,2020-04-11 01:38:21,La cuarentena he hecho que me dé mucha flojera revisar las redes sociales.,0,,350
21098,@MarthaLuzOrtega,COLOMBIA,2020-04-11 01:38:21,Eso digo yo,0,,1257
21152,@chumarte_,GUAITARILLA,2020-04-11 01:38:22,@andres_salaza @paulocesarpaz @alcaldiapasto @GERMANCHAMORRO1 El positivo fue de Bogotá INS y el negativo express fue de Pasto. Ahí es donde uno se pierde.,0,,1596
21196,@Napoleo00594410,VILLAVICENCIO,2020-04-11 01:38:23,Petro miente para no perder su curul y asumir consecuencias legales por haber salido del país en tiempo legislativo sin permiso del congreso y violando la cuarentena.,0,,1167
21344,@daniquevedo26,BOGOTA,2020-04-11 01:38:26,@Mr_Sebastian98 😂 😂 😂 😂 😂 Luego te ibas a jugar fútbol https://t.co/k998wVrVrN,0,,117
21391,@Olgerjacome1996,COLOMBIA,2020-04-11 01:38:27,Me puse en la tarea de seguir todas las personas de mi región y Twitter me acaba de limitar Jajajaja que será?,0,,402
21436,@yhuranny,BOGOTA,2020-04-11 01:38:28,Filosofía...drama...cuarentena.  #cuarentenamood #coronavirus https://t.co/2hRaANmklS,0,,127
21508,@juliocr259,BARRANQUILLA,2020-04-11 01:38:29,Amigos ustedes también sienten que esto de la cuarentena nunca va a terminar?,0,,245
21559,@OscarALizarazo,BOGOTA,2020-04-11 01:38:30,"Positivo: hay iniciativas de ventiladores/respiradores en varias ciudades, participan universidades, empresas etc  pero no parece haber iniciativas para producción local de reactivos y transcriptasa reversa para diagnóstico RT-PCR o ¿las hay? ¿cuáles son las barreras? además de $ https://t.co/iDCKHiurcU",0,,2695
21591,@edwinrodri85,BOGOTA,2020-04-11 01:38:31,"#AEstaHora | En plena cuarentena, bandas criminales  en el barrio Niquia Camacol de Bello, Antioquia. https://t.co/NnTEikRioF",0,,135
21593,@JIMENADELVASTO,BOGOTA,2020-04-11 01:38:31,#HiloTime: Atención a esto. ¿China miente sobre el COVID-19 y la fecha de inicio del virus? Distintos medios estadounidenses están haciendo una grave denuncia que no deja bien parado al gigante asiático e incluso a la Organización Mundial de la Salud. Abro hilo para contarles: https://t.co/hbxkHDEqz0,0,,137
21630,@p_mateusp,BUCARAMANGA,2020-04-11 01:38:32,Oficialmente ha sido el día que más he sentido calor en medio de la cuarentena #ModoHorno,0,,302
21682,@silvbruiz,BARRANQUILLA,2020-04-11 01:38:33,"Aprendizajes y experiencias durante la cuarentena del COVID-19, aporta tu granito de arena y cumple con las medidas de prevención. Mira el lado positivo de las cosas! #QuedateEnCasa #DialogosDeMarketing @lidacabrera @Hollenberglinda @MarchensMiguel https://t.co/VB69dUjzCJ",0,,1704
21707,@rociocas99,BOGOTA,2020-04-11 01:38:34,"3er día de distribución de alimentos. Hoy llevamos 940 canastas y packs de aguas en 8 camiones y 3 vehículos propios a casas y algunas organizaciones. Seguimos apoyando, sabemos cuánto lo necesitan @ONUPeru  @JULIORONDINELCA @ACNURamericas  #refugiados  #QuedateEnCasa https://t.co/tNPQ2XgQZx",0,,869
21733,@GELM1980,COLOMBIA,2020-04-11 01:38:34,Cosas que llegan por WhatsApp pero que hablan sobre la realidad de la Sra. @ClaudiaLopez y sus gastos publicitarios en estos momentos de pandemia. 😬 https://t.co/0C6iwNPqiS,0,,652
21740,@MateoBotero15,MEDELLIN,2020-04-11 01:38:34,¡Hágame el favor! ¿En qué quedó la libertad de cultos (art.19 de la Constitución)? En ningun caso puede el Estado imponer una determinada cosmovisión. Mucho menos a través de la sanción. @CConstitucional,0,,66
21765,@andresfrancomed,MEDELLIN,2020-04-11 01:38:35,"El coronavirus podría viajar hasta 4 metros de un paciente, según estudio en Wuhan #VocesYSonidos → https://t.co/TWneXGn8qy https://t.co/pnYSboZwzp",0,,66
21766,@pollepino,CUCUTA,2020-04-11 01:38:35,@sulistarabudo oi ne @sthanse,0,,349
21884,@AndresEslava,MEDELLIN,2020-04-11 01:38:37,"Una excelente iniciativa de visualización descriptiva, para los datos de Covid19 en Colombia.",0,,448
21896,@Pilotgus040,COLOMBIA,2020-04-11 01:38:37,"@LuisMaraiano @petrogustavo Eso se sabe, izquierdozos  mentirosos y enredados",0,,479
21984,@AlejaLoC,MEDELLIN,2020-04-11 01:38:39,"""Dios mio, Dios mio ¿por qué me has abandonado?""",0,,8965
22068,@YULIANRC,BOGOTA,2020-04-11 01:38:41,"Si no sales de esta cuarentena con un PDF de recetas, una torta de banano, un arroz blanco sueltico y 6 kilos de más, nunca te faltó tiempo, solo glotonería.",0,,350
22106,@jalvarezgelvez,BOGOTA,2020-04-11 01:38:41,Día x de cuarentena: https://t.co/VYDHPlAoJ2,0,,450
22118,@djmaleta,BOGOTA,2020-04-11 01:38:42,"Antes del anuncio de @petrogustavo sobre su salud, leí trinos de algunos de sus opositores que le reprochaban por haber viajado supuestamente a Paris. Ha quedado demostrado, una vez más, que los odios que se exhiben en estas redes son brutales. Ni la pandemia los ha disminuido",0,,2403
22162,@MelkorArrieta,COLOMBIA,2020-04-11 01:38:43,"Antes del anuncio de @petrogustavo sobre su salud, leí trinos de algunos de sus opositores que le reprochaban por haber viajado supuestamente a Paris. Ha quedado demostrado, una vez más, que los odios que se exhiben en estas redes son brutales. Ni la pandemia los ha disminuido",0,,30
22194,@yuyerias,BOGOTA,2020-04-11 01:38:43,@SofiVisajes Tengo material para una temporada de exponiendo infieles versión cuarentena,0,,115
22208,@catamaterile,BOGOTA,2020-04-11 01:38:43,@DomingoPaniza @petrogustavo KYC,0,,26927
22216,@ArnobiCja,MEDELLIN,2020-04-11 01:38:44,Que admirable ser humano...,0,,1343
22285,@WAREKAY20,COLOMBIA,2020-04-11 01:38:45,Eso pasa cuando el ego manda sobre la razón y el corazón. Esperemos que los medios que andan alucinados con @ClaudiaLopez sean los veedores de estas irracionalidades. @NoticiasCaracol @NoticiasRCN @CaracolRadio,0,,4822
22505,@Anshi15_,BARRANQUILLA,2020-04-11 01:38:49,Me he creado unos menús ahora en cuarentena bien delis,0,,93
22508,@Paulopineros,CALI,2020-04-11 01:38:49,"Jajajajajajaja.... Tal cuál, mejor descrito Imposible....",0,,131
22526,@ingeniosolucio1,BARRANQUILLA,2020-04-11 01:38:50,"@AlvaroUribeVel Para que insisten en que empleadores que no van a poder reiniciar labores después de cuarentena. Tengan seguir pagando nomina. Empleados deberían reubicarse en otras empresas de diferente actividad. Me refiero Bares, Discotecas, talleres, gimnasios, clubes, tiendas,restaurantes",0,,13
22555,@Aishasios,BOGOTA,2020-04-11 01:38:50,"En días de pandemia;  Daniel Quintero contratos a dedo y despidiendo gente, Carlos Caicedo en corrupción con mercados, Claudia López en vanidades de imagen...  La moral y el respeto se ganan, ellos en campañas así pierdan las dos cosas.",0,,1497
22669,@ArlexBueno,PEREIRA,2020-04-11 01:38:53,"Este Domingo @CanalRCN presentará el documental de @DiscoveryLA ""#COVIDー19 Pandemia 2020"" a las 10:00pm ¡Recomendado! https://t.co/UoQZFMOu3E",0,,74
22682,@luftwavedxkli,BUCARAMANGA,2020-04-11 01:38:53,"🚫Actualización caso #Lucas🚫 Les quiero compartir la recuperación de #Lucas se está recuperando rápidamente pero hoy tuvo q ser ingresado a cirugía pues requería corregir las heridas sobretodo las de su oido, cabeza y brazo. Abro hilo... https://t.co/aVjBJrUC5A",0,,2144
